station_id,timestamp,season,bikes_available,docks_available,capacity,utilization_rate,rebalance_status
BLR001,2025-02-12 02:00:00,dry,9,7,16,0.56,OK
BLR001,2025-02-12 03:00:00,dry,9,7,16,0.56,OK
BLR001,2025-02-12 04:00:00,dry,10,6,16,0.62,OK
BLR001,2025-02-12 05:00:00,dry,10,6,16,0.62,OK
BLR001,2025-02-12 06:00:00,dry,10,6,16,0.62,OK
BLR001,2025-02-12 07:00:00,dry,9,7,16,0.56,OK
BLR001,2025-02-12 08:00:00,dry,7,9,16,0.44,OK
BLR001,2025-02-12 09:00:00,dry,4,12,16,0.25,OK
BLR001,2025-02-12 10:00:00,dry,4,12,16,0.25,OK
BLR001,2025-02-12 11:00:00,dry,5,11,16,0.31,OK
BLR001,2025-02-12 12:00:00,dry,6,10,16,0.38,OK
BLR001,2025-02-12 13:00:00,dry,5,11,16,0.31,OK
BLR001,2025-02-12 14:00:00,dry,6,10,16,0.38,OK
BLR001,2025-02-12 15:00:00,dry,6,10,16,0.38,OK
BLR001,2025-02-12 16:00:00,dry,7,9,16,0.44,OK
BLR001,2025-02-12 17:00:00,dry,10,6,16,0.62,OK
BLR001,2025-02-12 18:00:00,dry,14,2,16,0.88,OK
BLR001,2025-02-12 19:00:00,dry,16,0,16,1.0,Overstocked
BLR001,2025-02-12 20:00:00,dry,16,0,16,1.0,Overstocked
BLR001,2025-02-12 21:00:00,dry,16,0,16,1.0,Overstocked
BLR001,2025-02-12 22:00:00,dry,16,0,16,1.0,Overstocked
BLR001,2025-02-12 23:00:00,dry,16,0,16,1.0,Overstocked
BLR001,2025-02-13 00:00:00,dry,16,0,16,1.0,Overstocked
BLR001,2025-02-13 01:00:00,dry,15,1,16,0.94,Overstocked
BLR001,2025-02-13 02:00:00,dry,14,2,16,0.88,OK
BLR001,2025-02-13 03:00:00,dry,14,2,16,0.88,OK
BLR001,2025-02-13 04:00:00,dry,14,2,16,0.88,OK
BLR001,2025-02-13 05:00:00,dry,13,3,16,0.81,OK
BLR001,2025-02-13 06:00:00,dry,14,2,16,0.88,OK
BLR001,2025-02-13 07:00:00,dry,12,4,16,0.75,OK
BLR001,2025-02-13 08:00:00,dry,11,5,16,0.69,OK
BLR001,2025-02-13 09:00:00,dry,9,7,16,0.56,OK
BLR001,2025-02-13 10:00:00,dry,7,9,16,0.44,OK
BLR001,2025-02-13 11:00:00,dry,8,8,16,0.5,OK
BLR001,2025-02-13 12:00:00,dry,8,8,16,0.5,OK
BLR001,2025-02-13 13:00:00,dry,7,9,16,0.44,OK
BLR001,2025-02-13 14:00:00,dry,8,8,16,0.5,OK
BLR001,2025-02-13 15:00:00,dry,8,8,16,0.5,OK
BLR001,2025-02-13 16:00:00,dry,7,9,16,0.44,OK
BLR001,2025-02-13 17:00:00,dry,7,9,16,0.44,OK
BLR001,2025-02-13 18:00:00,dry,11,5,16,0.69,OK
BLR001,2025-02-13 19:00:00,dry,16,0,16,1.0,Overstocked
BLR001,2025-02-13 20:00:00,dry,16,0,16,1.0,Overstocked
BLR001,2025-02-13 21:00:00,dry,16,0,16,1.0,Overstocked
BLR001,2025-02-13 22:00:00,dry,16,0,16,1.0,Overstocked
BLR001,2025-02-13 23:00:00,dry,16,0,16,1.0,Overstocked
BLR001,2025-02-14 00:00:00,dry,15,1,16,0.94,Overstocked
BLR001,2025-02-14 01:00:00,dry,16,0,16,1.0,Overstocked
BLR001,2025-02-14 02:00:00,dry,16,0,16,1.0,Overstocked
BLR001,2025-02-14 03:00:00,dry,15,1,16,0.94,Overstocked
BLR001,2025-02-14 04:00:00,dry,15,1,16,0.94,Overstocked
BLR001,2025-02-14 05:00:00,dry,16,0,16,1.0,Overstocked
BLR001,2025-02-14 06:00:00,dry,16,0,16,1.0,Overstocked
BLR001,2025-02-14 07:00:00,dry,16,0,16,1.0,Overstocked
BLR001,2025-02-14 08:00:00,dry,16,0,16,1.0,Overstocked
BLR001,2025-02-14 09:00:00,dry,15,1,16,0.94,Overstocked
BLR001,2025-02-14 10:00:00,dry,15,1,16,0.94,Overstocked
BLR001,2025-02-14 11:00:00,dry,15,1,16,0.94,Overstocked
BLR001,2025-02-14 12:00:00,dry,16,0,16,1.0,Overstocked
BLR001,2025-02-14 13:00:00,dry,15,1,16,0.94,Overstocked
BLR001,2025-02-14 14:00:00,dry,15,1,16,0.94,Overstocked
BLR001,2025-02-14 15:00:00,dry,15,1,16,0.94,Overstocked
BLR001,2025-02-14 16:00:00,dry,15,1,16,0.94,Overstocked
BLR001,2025-02-14 17:00:00,dry,16,0,16,1.0,Overstocked
BLR001,2025-02-14 18:00:00,dry,16,0,16,1.0,Overstocked
BLR001,2025-02-14 19:00:00,dry,16,0,16,1.0,Overstocked
BLR001,2025-02-14 20:00:00,dry,16,0,16,1.0,Overstocked
BLR001,2025-02-14 21:00:00,dry,16,0,16,1.0,Overstocked
BLR001,2025-02-14 22:00:00,dry,16,0,16,1.0,Overstocked
BLR001,2025-02-14 23:00:00,dry,16,0,16,1.0,Overstocked
BLR001,2025-02-15 00:00:00,dry,16,0,16,1.0,Overstocked
BLR001,2025-02-15 01:00:00,dry,15,1,16,0.94,Overstocked
BLR001,2025-02-15 02:00:00,dry,14,2,16,0.88,OK
BLR001,2025-02-15 03:00:00,dry,15,1,16,0.94,Overstocked
BLR001,2025-02-15 04:00:00,dry,15,1,16,0.94,Overstocked
BLR001,2025-02-15 05:00:00,dry,14,2,16,0.88,OK
BLR001,2025-02-15 06:00:00,dry,15,1,16,0.94,Overstocked
BLR001,2025-02-15 07:00:00,dry,14,2,16,0.88,OK
BLR001,2025-02-15 08:00:00,dry,14,2,16,0.88,OK
BLR001,2025-02-15 09:00:00,dry,13,3,16,0.81,OK
BLR001,2025-02-15 10:00:00,dry,12,4,16,0.75,OK
BLR001,2025-02-15 11:00:00,dry,13,3,16,0.81,OK
BLR001,2025-02-15 12:00:00,dry,12,4,16,0.75,OK
BLR001,2025-02-15 13:00:00,dry,13,3,16,0.81,OK
BLR001,2025-02-15 14:00:00,dry,13,3,16,0.81,OK
BLR001,2025-02-15 15:00:00,dry,14,2,16,0.88,OK
BLR001,2025-02-15 16:00:00,dry,15,1,16,0.94,Overstocked
BLR001,2025-02-15 17:00:00,dry,16,0,16,1.0,Overstocked
BLR001,2025-02-15 18:00:00,dry,16,0,16,1.0,Overstocked
BLR001,2025-02-15 19:00:00,dry,16,0,16,1.0,Overstocked
BLR001,2025-02-15 20:00:00,dry,16,0,16,1.0,Overstocked
BLR001,2025-02-15 21:00:00,dry,15,1,16,0.94,Overstocked
BLR001,2025-02-15 22:00:00,dry,14,2,16,0.88,OK
BLR001,2025-02-15 23:00:00,dry,13,3,16,0.81,OK
BLR001,2025-02-16 00:00:00,dry,12,4,16,0.75,OK
BLR001,2025-02-16 01:00:00,dry,13,3,16,0.81,OK
BLR001,2025-02-16 02:00:00,dry,14,2,16,0.88,OK
BLR001,2025-02-16 03:00:00,dry,15,1,16,0.94,Overstocked
BLR001,2025-02-16 04:00:00,dry,14,2,16,0.88,OK
BLR001,2025-02-16 05:00:00,dry,15,1,16,0.94,Overstocked
BLR001,2025-02-16 06:00:00,dry,16,0,16,1.0,Overstocked
BLR001,2025-02-16 07:00:00,dry,15,1,16,0.94,Overstocked
BLR001,2025-02-16 08:00:00,dry,15,1,16,0.94,Overstocked
BLR001,2025-02-16 09:00:00,dry,15,1,16,0.94,Overstocked
BLR001,2025-02-16 10:00:00,dry,15,1,16,0.94,Overstocked
BLR001,2025-02-16 11:00:00,dry,15,1,16,0.94,Overstocked
BLR001,2025-02-16 12:00:00,dry,14,2,16,0.88,OK
BLR001,2025-02-16 13:00:00,dry,14,2,16,0.88,OK
BLR001,2025-02-16 14:00:00,dry,15,1,16,0.94,Overstocked
BLR001,2025-02-16 15:00:00,dry,15,1,16,0.94,Overstocked
BLR001,2025-02-16 16:00:00,dry,14,2,16,0.88,OK
BLR001,2025-02-16 17:00:00,dry,16,0,16,1.0,Overstocked
BLR001,2025-02-16 18:00:00,dry,16,0,16,1.0,Overstocked
BLR001,2025-02-16 19:00:00,dry,16,0,16,1.0,Overstocked
BLR001,2025-02-16 20:00:00,dry,16,0,16,1.0,Overstocked
BLR001,2025-02-16 21:00:00,dry,15,1,16,0.94,Overstocked
BLR001,2025-02-16 22:00:00,dry,14,2,16,0.88,OK
BLR001,2025-02-16 23:00:00,dry,13,3,16,0.81,OK
BLR002,2025-02-10 00:00:00,dry,7,17,24,0.29,OK
BLR002,2025-02-10 01:00:00,dry,7,17,24,0.29,OK
BLR002,2025-02-10 02:00:00,dry,8,16,24,0.33,OK
BLR002,2025-02-10 03:00:00,dry,7,17,24,0.29,OK
BLR002,2025-02-10 04:00:00,dry,6,18,24,0.25,OK
BLR002,2025-02-10 05:00:00,dry,5,19,24,0.21,OK
BLR002,2025-02-10 06:00:00,dry,4,20,24,0.17,OK
BLR002,2025-02-10 07:00:00,dry,4,20,24,0.17,OK
BLR002,2025-02-10 08:00:00,dry,5,19,24,0.21,OK
BLR002,2025-02-10 09:00:00,dry,7,17,24,0.29,OK
BLR002,2025-02-10 10:00:00,dry,10,14,24,0.42,OK
BLR002,2025-02-10 11:00:00,dry,11,13,24,0.46,OK
BLR002,2025-02-10 12:00:00,dry,11,13,24,0.46,OK
BLR002,2025-02-10 13:00:00,dry,11,13,24,0.46,OK
BLR002,2025-02-10 14:00:00,dry,11,13,24,0.46,OK
BLR002,2025-02-10 15:00:00,dry,12,12,24,0.5,OK
BLR002,2025-02-10 16:00:00,dry,13,11,24,0.54,OK
BLR002,2025-02-10 17:00:00,dry,13,11,24,0.54,OK
BLR002,2025-02-10 18:00:00,dry,12,12,24,0.5,OK
BLR002,2025-02-10 19:00:00,dry,10,14,24,0.42,OK
BLR002,2025-02-10 20:00:00,dry,10,14,24,0.42,OK
BLR002,2025-02-10 21:00:00,dry,9,15,24,0.38,OK
BLR002,2025-02-10 22:00:00,dry,9,15,24,0.38,OK
BLR002,2025-02-10 23:00:00,dry,10,14,24,0.42,OK
BLR002,2025-02-11 00:00:00,dry,10,14,24,0.42,OK
BLR002,2025-02-11 01:00:00,dry,9,15,24,0.38,OK
BLR002,2025-02-11 02:00:00,dry,10,14,24,0.42,OK
BLR002,2025-02-11 03:00:00,dry,10,14,24,0.42,OK
BLR002,2025-02-11 04:00:00,dry,10,14,24,0.42,OK
BLR002,2025-02-11 05:00:00,dry,9,15,24,0.38,OK
BLR002,2025-02-11 06:00:00,dry,10,14,24,0.42,OK
BLR002,2025-02-11 07:00:00,dry,12,12,24,0.5,OK
BLR002,2025-02-11 08:00:00,dry,12,12,24,0.5,OK
BLR002,2025-02-11 09:00:00,dry,13,11,24,0.54,OK
BLR002,2025-02-11 10:00:00,dry,14,10,24,0.58,OK
BLR002,2025-02-11 11:00:00,dry,14,10,24,0.58,OK
BLR002,2025-02-11 12:00:00,dry,15,9,24,0.62,OK
BLR002,2025-02-11 13:00:00,dry,16,8,24,0.67,OK
BLR002,2025-02-11 14:00:00,dry,15,9,24,0.62,OK
BLR002,2025-02-11 15:00:00,dry,14,10,24,0.58,OK
BLR002,2025-02-11 16:00:00,dry,13,11,24,0.54,OK
BLR002,2025-02-11 17:00:00,dry,13,11,24,0.54,OK
BLR002,2025-02-11 18:00:00,dry,11,13,24,0.46,OK
BLR002,2025-02-11 19:00:00,dry,8,16,24,0.33,OK
BLR002,2025-02-11 20:00:00,dry,7,17,24,0.29,OK
BLR002,2025-02-11 21:00:00,dry,8,16,24,0.33,OK
BLR002,2025-02-11 22:00:00,dry,9,15,24,0.38,OK
BLR002,2025-02-11 23:00:00,dry,8,16,24,0.33,OK
BLR002,2025-02-12 00:00:00,dry,9,15,24,0.38,OK
BLR002,2025-02-12 01:00:00,dry,10,14,24,0.42,OK
BLR002,2025-02-12 02:00:00,dry,9,15,24,0.38,OK
BLR002,2025-02-12 03:00:00,dry,10,14,24,0.42,OK
BLR002,2025-02-12 04:00:00,dry,11,13,24,0.46,OK
BLR002,2025-02-12 05:00:00,dry,11,13,24,0.46,OK
BLR002,2025-02-12 06:00:00,dry,11,13,24,0.46,OK
BLR002,2025-02-12 07:00:00,dry,11,13,24,0.46,OK
BLR002,2025-02-12 08:00:00,dry,12,12,24,0.5,OK
BLR002,2025-02-12 09:00:00,dry,14,10,24,0.58,OK
BLR002,2025-02-12 10:00:00,dry,16,8,24,0.67,OK
BLR002,2025-02-12 11:00:00,dry,15,9,24,0.62,OK
BLR002,2025-02-12 12:00:00,dry,14,10,24,0.58,OK
BLR002,2025-02-12 13:00:00,dry,15,9,24,0.62,OK
BLR002,2025-02-12 14:00:00,dry,15,9,24,0.62,OK
BLR002,2025-02-12 15:00:00,dry,14,10,24,0.58,OK
BLR002,2025-02-12 16:00:00,dry,13,11,24,0.54,OK
BLR002,2025-02-12 17:00:00,dry,12,12,24,0.5,OK
BLR002,2025-02-12 18:00:00,dry,12,12,24,0.5,OK
BLR002,2025-02-12 19:00:00,dry,8,16,24,0.33,OK
BLR002,2025-02-12 20:00:00,dry,5,19,24,0.21,OK
BLR002,2025-02-12 21:00:00,dry,6,18,24,0.25,OK
BLR002,2025-02-12 22:00:00,dry,7,17,24,0.29,OK
BLR002,2025-02-12 23:00:00,dry,6,18,24,0.25,OK
BLR002,2025-02-13 00:00:00,dry,7,17,24,0.29,OK
BLR002,2025-02-13 01:00:00,dry,6,18,24,0.25,OK
BLR002,2025-02-13 02:00:00,dry,6,18,24,0.25,OK
BLR002,2025-02-13 03:00:00,dry,7,17,24,0.29,OK
BLR002,2025-02-13 04:00:00,dry,8,16,24,0.33,OK
BLR002,2025-02-13 05:00:00,dry,9,15,24,0.38,OK
BLR002,2025-02-13 06:00:00,dry,9,15,24,0.38,OK
BLR002,2025-02-13 07:00:00,dry,12,12,24,0.5,OK
BLR002,2025-02-13 08:00:00,dry,12,12,24,0.5,OK
BLR002,2025-02-13 09:00:00,dry,13,11,24,0.54,OK
BLR002,2025-02-13 10:00:00,dry,14,10,24,0.58,OK
BLR002,2025-02-13 11:00:00,dry,14,10,24,0.58,OK
BLR002,2025-02-13 12:00:00,dry,13,11,24,0.54,OK
BLR002,2025-02-13 13:00:00,dry,13,11,24,0.54,OK
BLR002,2025-02-13 14:00:00,dry,13,11,24,0.54,OK
BLR002,2025-02-13 15:00:00,dry,14,10,24,0.58,OK
BLR002,2025-02-13 16:00:00,dry,13,11,24,0.54,OK
BLR002,2025-02-13 17:00:00,dry,11,13,24,0.46,OK
BLR002,2025-02-13 18:00:00,dry,10,14,24,0.42,OK
BLR002,2025-02-13 19:00:00,dry,8,16,24,0.33,OK
BLR002,2025-02-13 20:00:00,dry,7,17,24,0.29,OK
BLR002,2025-02-13 21:00:00,dry,6,18,24,0.25,OK
BLR002,2025-02-13 22:00:00,dry,6,18,24,0.25,OK
BLR002,2025-02-13 23:00:00,dry,6,18,24,0.25,OK
BLR002,2025-02-14 00:00:00,dry,6,18,24,0.25,OK
BLR002,2025-02-14 01:00:00,dry,6,18,24,0.25,OK
BLR002,2025-02-14 02:00:00,dry,5,19,24,0.21,OK
BLR002,2025-02-14 03:00:00,dry,4,20,24,0.17,OK
BLR002,2025-02-14 04:00:00,dry,3,21,24,0.12,OK
BLR002,2025-02-14 05:00:00,dry,4,20,24,0.17,OK
BLR002,2025-02-14 06:00:00,dry,5,19,24,0.21,OK
BLR002,2025-02-14 07:00:00,dry,6,18,24,0.25,OK
BLR002,2025-02-14 08:00:00,dry,7,17,24,0.29,OK
BLR002,2025-02-14 09:00:00,dry,8,16,24,0.33,OK
BLR002,2025-02-14 10:00:00,dry,9,15,24,0.38,OK
BLR002,2025-02-14 11:00:00,dry,9,15,24,0.38,OK
BLR002,2025-02-14 12:00:00,dry,8,16,24,0.33,OK
BLR002,2025-02-14 13:00:00,dry,9,15,24,0.38,OK
BLR002,2025-02-14 14:00:00,dry,9,15,24,0.38,OK
BLR002,2025-02-14 15:00:00,dry,8,16,24,0.33,OK
BLR002,2025-02-14 16:00:00,dry,9,15,24,0.38,OK
BLR002,2025-02-14 17:00:00,dry,9,15,24,0.38,OK
BLR002,2025-02-14 18:00:00,dry,7,17,24,0.29,OK
BLR002,2025-02-14 19:00:00,dry,5,19,24,0.21,OK
BLR002,2025-02-14 20:00:00,dry,2,22,24,0.08,Understocked
BLR002,2025-02-14 21:00:00,dry,3,21,24,0.12,OK
BLR002,2025-02-14 22:00:00,dry,3,21,24,0.12,OK
BLR002,2025-02-14 23:00:00,dry,2,22,24,0.08,Understocked
BLR002,2025-02-15 00:00:00,dry,1,23,24,0.04,Understocked
BLR002,2025-02-15 01:00:00,dry,2,22,24,0.08,Understocked
BLR002,2025-02-15 02:00:00,dry,1,23,24,0.04,Understocked
BLR002,2025-02-15 03:00:00,dry,1,23,24,0.04,Understocked
BLR002,2025-02-15 04:00:00,dry,1,23,24,0.04,Understocked
BLR002,2025-02-15 05:00:00,dry,2,22,24,0.08,Understocked
BLR002,2025-02-15 06:00:00,dry,1,23,24,0.04,Understocked
BLR002,2025-02-15 07:00:00,dry,2,22,24,0.08,Understocked
BLR002,2025-02-15 08:00:00,dry,3,21,24,0.12,OK
BLR002,2025-02-15 09:00:00,dry,3,21,24,0.12,OK
BLR002,2025-02-15 10:00:00,dry,4,20,24,0.17,OK
BLR002,2025-02-15 11:00:00,dry,5,19,24,0.21,OK
BLR002,2025-02-15 12:00:00,dry,5,19,24,0.21,OK
BLR002,2025-02-15 13:00:00,dry,5,19,24,0.21,OK
BLR002,2025-02-15 14:00:00,dry,5,19,24,0.21,OK
BLR002,2025-02-15 15:00:00,dry,4,20,24,0.17,OK
BLR002,2025-02-15 16:00:00,dry,3,21,24,0.12,OK
BLR002,2025-02-15 17:00:00,dry,3,21,24,0.12,OK
BLR002,2025-02-15 18:00:00,dry,0,24,24,0.0,Understocked
BLR002,2025-02-15 19:00:00,dry,0,24,24,0.0,Understocked
BLR002,2025-02-15 20:00:00,dry,0,24,24,0.0,Understocked
BLR002,2025-02-15 21:00:00,dry,0,24,24,0.0,Understocked
BLR002,2025-02-15 22:00:00,dry,0,24,24,0.0,Understocked
BLR002,2025-02-15 23:00:00,dry,0,24,24,0.0,Understocked
BLR002,2025-02-16 00:00:00,dry,0,24,24,0.0,Understocked
BLR002,2025-02-16 01:00:00,dry,1,23,24,0.04,Understocked
BLR002,2025-02-16 02:00:00,dry,2,22,24,0.08,Understocked
BLR002,2025-02-16 03:00:00,dry,1,23,24,0.04,Understocked
BLR002,2025-02-16 04:00:00,dry,1,23,24,0.04,Understocked
BLR002,2025-02-16 05:00:00,dry,1,23,24,0.04,Understocked
BLR002,2025-02-16 06:00:00,dry,1,23,24,0.04,Understocked
BLR002,2025-02-16 07:00:00,dry,1,23,24,0.04,Understocked
BLR002,2025-02-16 08:00:00,dry,2,22,24,0.08,Understocked
BLR002,2025-02-16 09:00:00,dry,2,22,24,0.08,Understocked
BLR002,2025-02-16 10:00:00,dry,3,21,24,0.12,OK
BLR002,2025-02-16 11:00:00,dry,3,21,24,0.12,OK
BLR002,2025-02-16 12:00:00,dry,2,22,24,0.08,Understocked
BLR002,2025-02-16 13:00:00,dry,3,21,24,0.12,OK
BLR002,2025-02-16 14:00:00,dry,2,22,24,0.08,Understocked
BLR002,2025-02-16 15:00:00,dry,3,21,24,0.12,OK
BLR002,2025-02-16 16:00:00,dry,3,21,24,0.12,OK
BLR002,2025-02-16 17:00:00,dry,3,21,24,0.12,OK
BLR002,2025-02-16 18:00:00,dry,2,22,24,0.08,Understocked
BLR002,2025-02-16 19:00:00,dry,1,23,24,0.04,Understocked
BLR002,2025-02-16 20:00:00,dry,1,23,24,0.04,Understocked
BLR002,2025-02-16 21:00:00,dry,0,24,24,0.0,Understocked
BLR002,2025-02-16 22:00:00,dry,0,24,24,0.0,Understocked
BLR002,2025-02-16 23:00:00,dry,0,24,24,0.0,Understocked
BLR003,2025-02-10 00:00:00,dry,8,12,20,0.4,OK
BLR003,2025-02-10 01:00:00,dry,9,11,20,0.45,OK
BLR003,2025-02-10 02:00:00,dry,8,12,20,0.4,OK
BLR003,2025-02-10 03:00:00,dry,8,12,20,0.4,OK
BLR003,2025-02-10 04:00:00,dry,7,13,20,0.35,OK
BLR003,2025-02-10 05:00:00,dry,6,14,20,0.3,OK
BLR003,2025-02-10 06:00:00,dry,6,14,20,0.3,OK
BLR003,2025-02-10 07:00:00,dry,6,14,20,0.3,OK
BLR003,2025-02-10 08:00:00,dry,7,13,20,0.35,OK
BLR003,2025-02-10 09:00:00,dry,8,12,20,0.4,OK
BLR003,2025-02-10 10:00:00,dry,8,12,20,0.4,OK
BLR003,2025-02-10 11:00:00,dry,9,11,20,0.45,OK
BLR003,2025-02-10 12:00:00,dry,8,12,20,0.4,OK
BLR003,2025-02-10 13:00:00,dry,7,13,20,0.35,OK
BLR003,2025-02-10 14:00:00,dry,8,12,20,0.4,OK
BLR003,2025-02-10 15:00:00,dry,9,11,20,0.45,OK
BLR003,2025-02-10 16:00:00,dry,10,10,20,0.5,OK
BLR003,2025-02-10 17:00:00,dry,10,10,20,0.5,OK
BLR003,2025-02-10 18:00:00,dry,7,13,20,0.35,OK
BLR003,2025-02-10 19:00:00,dry,6,14,20,0.3,OK
BLR003,2025-02-10 20:00:00,dry,6,14,20,0.3,OK
BLR003,2025-02-10 21:00:00,dry,7,13,20,0.35,OK
BLR003,2025-02-10 22:00:00,dry,6,14,20,0.3,OK
BLR003,2025-02-10 23:00:00,dry,5,15,20,0.25,OK
BLR003,2025-02-11 00:00:00,dry,5,15,20,0.25,OK
BLR003,2025-02-11 01:00:00,dry,4,16,20,0.2,OK
BLR003,2025-02-11 02:00:00,dry,3,17,20,0.15,OK
BLR003,2025-02-11 03:00:00,dry,4,16,20,0.2,OK
BLR003,2025-02-11 04:00:00,dry,3,17,20,0.15,OK
BLR003,2025-02-11 05:00:00,dry,4,16,20,0.2,OK
BLR003,2025-02-11 06:00:00,dry,5,15,20,0.25,OK
BLR003,2025-02-11 07:00:00,dry,5,15,20,0.25,OK
BLR003,2025-02-11 08:00:00,dry,6,14,20,0.3,OK
BLR003,2025-02-11 09:00:00,dry,6,14,20,0.3,OK
BLR003,2025-02-11 10:00:00,dry,10,10,20,0.5,OK
BLR003,2025-02-11 11:00:00,dry,9,11,20,0.45,OK
BLR003,2025-02-11 12:00:00,dry,8,12,20,0.4,OK
BLR003,2025-02-11 13:00:00,dry,7,13,20,0.35,OK
BLR003,2025-02-11 14:00:00,dry,7,13,20,0.35,OK
BLR003,2025-02-11 15:00:00,dry,8,12,20,0.4,OK
BLR003,2025-02-11 16:00:00,dry,7,13,20,0.35,OK
BLR003,2025-02-11 17:00:00,dry,6,14,20,0.3,OK
BLR003,2025-02-11 18:00:00,dry,5,15,20,0.25,OK
BLR003,2025-02-11 19:00:00,dry,4,16,20,0.2,OK
BLR003,2025-02-11 20:00:00,dry,3,17,20,0.15,OK
BLR003,2025-02-11 21:00:00,dry,4,16,20,0.2,OK
BLR003,2025-02-11 22:00:00,dry,3,17,20,0.15,OK
BLR003,2025-02-11 23:00:00,dry,3,17,20,0.15,OK
BLR003,2025-02-12 00:00:00,dry,3,17,20,0.15,OK
BLR003,2025-02-12 01:00:00,dry,3,17,20,0.15,OK
BLR003,2025-02-12 02:00:00,dry,3,17,20,0.15,OK
BLR003,2025-02-12 03:00:00,dry,3,17,20,0.15,OK
BLR003,2025-02-12 04:00:00,dry,3,17,20,0.15,OK
BLR003,2025-02-12 05:00:00,dry,2,18,20,0.1,Understocked
BLR003,2025-02-12 06:00:00,dry,1,19,20,0.05,Understocked
BLR003,2025-02-12 07:00:00,dry,3,17,20,0.15,OK
BLR003,2025-02-12 08:00:00,dry,3,17,20,0.15,OK
BLR003,2025-02-12 09:00:00,dry,4,16,20,0.2,OK
BLR003,2025-02-12 10:00:00,dry,5,15,20,0.25,OK
BLR003,2025-02-12 11:00:00,dry,4,16,20,0.2,OK
BLR003,2025-02-12 12:00:00,dry,5,15,20,0.25,OK
BLR003,2025-02-12 13:00:00,dry,4,16,20,0.2,OK
BLR003,2025-02-12 14:00:00,dry,4,16,20,0.2,OK
BLR003,2025-02-12 15:00:00,dry,3,17,20,0.15,OK
